method,n,ar,df,rho,SNR,rep,mse
quantile,200,0.8,5.0,0.2,5,4,0.03032379689593449
huber,200,0.8,5.0,0.2,5,4,0.023905027832102514
linear,200,0.8,5.0,0.2,5,5,0.02511636584470242
quantile,200,0.8,5.0,0.2,5,5,0.03909733525490981
huber,200,0.8,5.0,0.2,5,5,0.024786414132311464
linear,200,0.8,5.0,0.2,5,6,0.028255743493241097
quantile,200,0.8,5.0,0.2,5,6,0.04891671517200782
huber,200,0.8,5.0,0.2,5,6,0.039817721706065685
linear,200,0.8,5.0,0.2,5,7,0.04575129568226134
quantile,200,0.8,5.0,0.2,5,7,0.07755353395870865
huber,200,0.8,5.0,0.2,5,7,0.06481317808786076
linear,200,0.8,5.0,0.2,5,8,0.017825218760464175
quantile,200,0.8,5.0,0.2,5,8,0.023034902169258933
huber,200,0.8,5.0,0.2,5,8,0.01476509486885392
linear,200,0.8,5.0,0.2,5,9,0.029301484488323502
quantile,200,0.8,5.0,0.2,5,9,0.04659025310780243
huber,200,0.8,5.0,0.2,5,9,0.03959171518936046
linear,200,0.8,5.0,0.2,5,10,0.018401440104382126
quantile,200,0.8,5.0,0.2,5,10,0.03031831966166574
huber,200,0.8,5.0,0.2,5,10,0.02252868103468241
linear,200,0.8,5.0,0.2,5,11,0.021818102284912978
quantile,200,0.8,5.0,0.2,5,11,0.02479580013177083
huber,200,0.8,5.0,0.2,5,11,0.020209966392616987
linear,200,0.8,5.0,0.2,5,12,0.03712360699555569
quantile,200,0.8,5.0,0.2,5,12,0.02840123355812419
huber,200,0.8,5.0,0.2,5,12,0.027516867072761013
linear,200,0.8,5.0,0.2,5,13,0.02946972591944481
quantile,200,0.8,5.0,0.2,5,13,0.031849737797611494
huber,200,0.8,5.0,0.2,5,13,0.02304551501483921
linear,200,0.8,5.0,0.2,5,14,0.025677464570701337
quantile,200,0.8,5.0,0.2,5,14,0.03733103786075203
huber,200,0.8,5.0,0.2,5,14,0.026431468304284167
linear,200,0.8,5.0,0.2,5,15,0.02116991015327887
quantile,200,0.8,5.0,0.2,5,15,0.029660405575657234
huber,200,0.8,5.0,0.2,5,15,0.02157170447211436
linear,200,0.8,5.0,0.2,5,16,0.019786089607818257
quantile,200,0.8,5.0,0.2,5,16,0.022743305190076103
huber,200,0.8,5.0,0.2,5,16,0.018579144737075264
linear,200,0.8,5.0,0.2,5,17,0.035191751036333985
quantile,200,0.8,5.0,0.2,5,17,0.033178659143829545
huber,200,0.8,5.0,0.2,5,17,0.028816830813000054
linear,200,0.8,5.0,0.2,5,18,0.01770791499766469
quantile,200,0.8,5.0,0.2,5,18,0.02728860910168752
huber,200,0.8,5.0,0.2,5,18,0.026414150100493156
linear,200,0.8,5.0,0.2,5,19,0.02629044937071367
quantile,200,0.8,5.0,0.2,5,19,0.031215030543548662
huber,200,0.8,5.0,0.2,5,19,0.028305557141892403
linear,200,0.8,5.0,0.2,5,20,0.03590885676160914
quantile,200,0.8,5.0,0.2,5,20,0.042279642719437495
huber,200,0.8,5.0,0.2,5,20,0.03394982127976176
linear,200,0.8,5.0,0.2,5,21,0.023044575220660845
quantile,200,0.8,5.0,0.2,5,21,0.024868283746517818
huber,200,0.8,5.0,0.2,5,21,0.019601932502497265
linear,200,0.8,5.0,0.2,5,22,0.025541417990996684
quantile,200,0.8,5.0,0.2,5,22,0.027502402170032136
huber,200,0.8,5.0,0.2,5,22,0.02449830869257852
linear,200,0.8,5.0,0.2,5,23,0.027154012970739567
quantile,200,0.8,5.0,0.2,5,23,0.03093943680333693
huber,200,0.8,5.0,0.2,5,23,0.024325307515958433
linear,200,0.8,5.0,0.2,5,24,0.014101947031580903
quantile,200,0.8,5.0,0.2,5,24,0.02695868857087122
huber,200,0.8,5.0,0.2,5,24,0.02030597140096831
linear,200,0.8,5.0,0.2,5,25,0.026254977368186085
quantile,200,0.8,5.0,0.2,5,25,0.04081197109704894
huber,200,0.8,5.0,0.2,5,25,0.028920663690109767
linear,200,0.8,5.0,0.2,5,26,0.021372507660024274
quantile,200,0.8,5.0,0.2,5,26,0.03271654189225909
huber,200,0.8,5.0,0.2,5,26,0.02505570951921755
linear,200,0.8,5.0,0.2,5,27,0.04356498036229119
quantile,200,0.8,5.0,0.2,5,27,0.04132836862858506
huber,200,0.8,5.0,0.2,5,27,0.034325377148927
linear,200,0.8,5.0,0.2,5,28,0.024282777402209726
quantile,200,0.8,5.0,0.2,5,28,0.04167363937659823
huber,200,0.8,5.0,0.2,5,28,0.04137237422509503
linear,200,0.8,5.0,0.2,5,29,0.040119849278811306
quantile,200,0.8,5.0,0.2,5,29,0.05101893493733781
huber,200,0.8,5.0,0.2,5,29,0.040619312316526074
linear,200,0.8,5.0,0.2,10,0,0.031524173319863326
quantile,200,0.8,5.0,0.2,10,0,0.032253471540425876
huber,200,0.8,5.0,0.2,10,0,0.027291861832903008
linear,200,0.8,5.0,0.2,10,1,0.026464984935997877
quantile,200,0.8,5.0,0.2,10,1,0.03243757639274729
huber,200,0.8,5.0,0.2,10,1,0.028590372169446245
linear,200,0.8,5.0,0.2,10,2,0.021506819244880477
quantile,200,0.8,5.0,0.2,10,2,0.020046658546063457
huber,200,0.8,5.0,0.2,10,2,0.01733021241564107
linear,200,0.8,5.0,0.2,10,3,0.02314876974017651
quantile,200,0.8,5.0,0.2,10,3,0.03403311493290128
huber,200,0.8,5.0,0.2,10,3,0.0251124242372791
linear,200,0.8,5.0,0.2,10,4,0.020607324715610036
quantile,200,0.8,5.0,0.2,10,4,0.025421063936243327
huber,200,0.8,5.0,0.2,10,4,0.02277009338821565
linear,200,0.8,5.0,0.2,10,5,0.02209517860658086
quantile,200,0.8,5.0,0.2,10,5,0.029107811491506985
huber,200,0.8,5.0,0.2,10,5,0.024870217781163696
linear,200,0.8,5.0,0.2,10,6,0.03811255361198903
quantile,200,0.8,5.0,0.2,10,6,0.04307081941414078
huber,200,0.8,5.0,0.2,10,6,0.03662903438477493
linear,200,0.8,5.0,0.2,10,7,0.03485617054944719
quantile,200,0.8,5.0,0.2,10,7,0.04159245805144929
huber,200,0.8,5.0,0.2,10,7,0.03378750376522216
linear,200,0.8,5.0,0.2,10,8,0.04566925695587108
quantile,200,0.8,5.0,0.2,10,8,0.05148224072284935
huber,200,0.8,5.0,0.2,10,8,0.042542509736585195
linear,200,0.8,5.0,0.2,10,9,0.04122653728577188
quantile,200,0.8,5.0,0.2,10,9,0.060092139566969724
huber,200,0.8,5.0,0.2,10,9,0.04715464053237339
linear,200,0.8,5.0,0.2,10,10,0.023608763049389647
quantile,200,0.8,5.0,0.2,10,10,0.02909012235534784
huber,200,0.8,5.0,0.2,10,10,0.027266681979662664
linear,200,0.8,5.0,0.2,10,11,0.019100367118911582
quantile,200,0.8,5.0,0.2,10,11,0.02802509426952261
huber,200,0.8,5.0,0.2,10,11,0.02067977628026193
linear,200,0.8,5.0,0.2,10,12,0.03677643618459738
quantile,200,0.8,5.0,0.2,10,12,0.04762881168180862
huber,200,0.8,5.0,0.2,10,12,0.0415426696118308
linear,200,0.8,5.0,0.2,10,13,0.02519645957772771
quantile,200,0.8,5.0,0.2,10,13,0.031176550066799952
huber,200,0.8,5.0,0.2,10,13,0.02500000412993759
linear,200,0.8,5.0,0.2,10,14,0.02556472208544506
quantile,200,0.8,5.0,0.2,10,14,0.03409448852069043
huber,200,0.8,5.0,0.2,10,14,0.032368215606685284
linear,200,0.8,5.0,0.2,10,15,0.022731081458250063
quantile,200,0.8,5.0,0.2,10,15,0.026378895707068178
huber,200,0.8,5.0,0.2,10,15,0.02244123400685563
linear,200,0.8,5.0,0.2,10,16,0.02630808173404938
quantile,200,0.8,5.0,0.2,10,16,0.02672452355674504
huber,200,0.8,5.0,0.2,10,16,0.023202778739353242
linear,200,0.8,5.0,0.2,10,17,0.030843162611238283
quantile,200,0.8,5.0,0.2,10,17,0.02962219994119273
huber,200,0.8,5.0,0.2,10,17,0.023932487194842957
linear,200,0.8,5.0,0.2,10,18,0.03135273647002461
quantile,200,0.8,5.0,0.2,10,18,0.043736098884137584
huber,200,0.8,5.0,0.2,10,18,0.02783097477625871
linear,200,0.8,5.0,0.2,10,19,0.02669724572473061
quantile,200,0.8,5.0,0.2,10,19,0.030142773490186958
huber,200,0.8,5.0,0.2,10,19,0.024504347185818492
linear,200,0.8,5.0,0.2,10,20,0.025123100839006967
quantile,200,0.8,5.0,0.2,10,20,0.04544466668848819
huber,200,0.8,5.0,0.2,10,20,0.03271826775932167
linear,200,0.8,5.0,0.2,10,21,0.03279398281579772
quantile,200,0.8,5.0,0.2,10,21,0.0556821088260961
huber,200,0.8,5.0,0.2,10,21,0.044970046776974616
linear,200,0.8,5.0,0.2,10,22,0.029634215907771256
quantile,200,0.8,5.0,0.2,10,22,0.03161038494519194
huber,200,0.8,5.0,0.2,10,22,0.031054173203378714
linear,200,0.8,5.0,0.2,10,23,0.0200069270430114
quantile,200,0.8,5.0,0.2,10,23,0.022984286955689274
huber,200,0.8,5.0,0.2,10,23,0.015313297819033683
linear,200,0.8,5.0,0.2,10,24,0.01571069283446793
quantile,200,0.8,5.0,0.2,10,24,0.025759244590083365
huber,200,0.8,5.0,0.2,10,24,0.019241581726926242
linear,200,0.8,5.0,0.2,10,25,0.01977585695094356
quantile,200,0.8,5.0,0.2,10,25,0.02456719840400225
huber,200,0.8,5.0,0.2,10,25,0.021947049642985807
linear,200,0.8,5.0,0.2,10,26,0.03895700965723628
quantile,200,0.8,5.0,0.2,10,26,0.07149668977662813
huber,200,0.8,5.0,0.2,10,26,0.060014818683363017
linear,200,0.8,5.0,0.2,10,27,0.028752824674079476
quantile,200,0.8,5.0,0.2,10,27,0.037645420659287734
huber,200,0.8,5.0,0.2,10,27,0.025612239775507882
linear,200,0.8,5.0,0.2,10,28,0.025361881416519072
quantile,200,0.8,5.0,0.2,10,28,0.03201599135918055
huber,200,0.8,5.0,0.2,10,28,0.029991966817762967
linear,200,0.8,5.0,0.2,10,29,0.012494814229551583
quantile,200,0.8,5.0,0.2,10,29,0.030618175577544905
huber,200,0.8,5.0,0.2,10,29,0.025782078056223644
linear,200,0.8,10.0,0.2,1,0,0.026081084419740858
quantile,200,0.8,10.0,0.2,1,0,0.03321289288466416
huber,200,0.8,10.0,0.2,1,0,0.028556063355753364
linear,200,0.8,10.0,0.2,1,1,0.03523548431583993
quantile,200,0.8,10.0,0.2,1,1,0.05705137217012779
huber,200,0.8,10.0,0.2,1,1,0.031865167715324924
linear,200,0.8,10.0,0.2,1,2,0.03449088457262038
quantile,200,0.8,10.0,0.2,1,2,0.04547502951649942
huber,200,0.8,10.0,0.2,1,2,0.029503623537109565
linear,200,0.8,10.0,0.2,1,3,0.03468480182383153
quantile,200,0.8,10.0,0.2,1,3,0.04395636867212706
huber,200,0.8,10.0,0.2,1,3,0.039493013148945856
linear,200,0.8,10.0,0.2,1,4,0.023640862144156744
quantile,200,0.8,10.0,0.2,1,4,0.023141967404013877
huber,200,0.8,10.0,0.2,1,4,0.021428152626300597
linear,200,0.8,10.0,0.2,1,5,0.03808651154443067
quantile,200,0.8,10.0,0.2,1,5,0.060715548408108756
huber,200,0.8,10.0,0.2,1,5,0.044521475109182605
linear,200,0.8,10.0,0.2,1,6,0.024317509274572595
quantile,200,0.8,10.0,0.2,1,6,0.022147273443864558
huber,200,0.8,10.0,0.2,1,6,0.017757270792545778
linear,200,0.8,10.0,0.2,1,7,0.02195032584106662
quantile,200,0.8,10.0,0.2,1,7,0.04064714356795223
huber,200,0.8,10.0,0.2,1,7,0.03281437247395263
linear,200,0.8,10.0,0.2,1,8,0.04185541083186798
quantile,200,0.8,10.0,0.2,1,8,0.052602206817663796
huber,200,0.8,10.0,0.2,1,8,0.04495139504316352
linear,200,0.8,10.0,0.2,1,9,0.030025975728008913
quantile,200,0.8,10.0,0.2,1,9,0.03275914178726301
huber,200,0.8,10.0,0.2,1,9,0.03125330189206431
linear,200,0.8,10.0,0.2,1,10,0.02839473361418776
quantile,200,0.8,10.0,0.2,1,10,0.04787539150241694
huber,200,0.8,10.0,0.2,1,10,0.0314283888974882
linear,200,0.8,10.0,0.2,1,11,0.019623837827009237
quantile,200,0.8,10.0,0.2,1,11,0.02341189444069794
huber,200,0.8,10.0,0.2,1,11,0.019539170781875857
linear,200,0.8,10.0,0.2,1,12,0.03251037939700616
quantile,200,0.8,10.0,0.2,1,12,0.05433425351803147
huber,200,0.8,10.0,0.2,1,12,0.04401041335583294
linear,200,0.8,10.0,0.2,1,13,0.03254268492629335
quantile,200,0.8,10.0,0.2,1,13,0.05148068406444728
huber,200,0.8,10.0,0.2,1,13,0.03214470701670747
linear,200,0.8,10.0,0.2,1,14,0.03180605775219056
quantile,200,0.8,10.0,0.2,1,14,0.04326666531092404
huber,200,0.8,10.0,0.2,1,14,0.02238106082494316
linear,200,0.8,10.0,0.2,1,15,0.028015882027065907
quantile,200,0.8,10.0,0.2,1,15,0.03815832476913511
huber,200,0.8,10.0,0.2,1,15,0.031239417049005135
linear,200,0.8,10.0,0.2,1,16,0.018554838898778913
quantile,200,0.8,10.0,0.2,1,16,0.0279992632557248
huber,200,0.8,10.0,0.2,1,16,0.024495404453837265
linear,200,0.8,10.0,0.2,1,17,0.02953745725016582
quantile,200,0.8,10.0,0.2,1,17,0.03217758174417708
huber,200,0.8,10.0,0.2,1,17,0.030338136682391336
linear,200,0.8,10.0,0.2,1,18,0.05127307188191534
quantile,200,0.8,10.0,0.2,1,18,0.06319682980442767
huber,200,0.8,10.0,0.2,1,18,0.05500104683656167
linear,200,0.8,10.0,0.2,1,19,0.03294867364004208
quantile,200,0.8,10.0,0.2,1,19,0.0388151647033816
huber,200,0.8,10.0,0.2,1,19,0.03577987930729673
linear,200,0.8,10.0,0.2,1,20,0.041216248770700334
quantile,200,0.8,10.0,0.2,1,20,0.050503929985573695
huber,200,0.8,10.0,0.2,1,20,0.040033614232120665
linear,200,0.8,10.0,0.2,1,21,0.04623071768651182
quantile,200,0.8,10.0,0.2,1,21,0.05236115630626773
huber,200,0.8,10.0,0.2,1,21,0.04622677315910084
linear,200,0.8,10.0,0.2,1,22,0.03443680112155642
quantile,200,0.8,10.0,0.2,1,22,0.02769898739226312
huber,200,0.8,10.0,0.2,1,22,0.026296198647434245
linear,200,0.8,10.0,0.2,1,23,0.027610812500895688
quantile,200,0.8,10.0,0.2,1,23,0.03508041484634572
huber,200,0.8,10.0,0.2,1,23,0.030819276212145908
linear,200,0.8,10.0,0.2,1,24,0.024850358066037484
quantile,200,0.8,10.0,0.2,1,24,0.03852892869298189
huber,200,0.8,10.0,0.2,1,24,0.0335713719125682
linear,200,0.8,10.0,0.2,1,25,0.036193491400658306
quantile,200,0.8,10.0,0.2,1,25,0.05365451015349423
huber,200,0.8,10.0,0.2,1,25,0.03942904601333784
linear,200,0.8,10.0,0.2,1,26,0.019295140344273497
quantile,200,0.8,10.0,0.2,1,26,0.045358609393902447
huber,200,0.8,10.0,0.2,1,26,0.030092529904119404
linear,200,0.8,10.0,0.2,1,27,0.018645243618886954
quantile,200,0.8,10.0,0.2,1,27,0.0350554258087708
huber,200,0.8,10.0,0.2,1,27,0.02716423306920489
linear,200,0.8,10.0,0.2,1,28,0.03713592208093878
quantile,200,0.8,10.0,0.2,1,28,0.04560194247644957
huber,200,0.8,10.0,0.2,1,28,0.03973102406479616
linear,200,0.8,10.0,0.2,1,29,0.029797090580725903
quantile,200,0.8,10.0,0.2,1,29,0.04063034932965263
huber,200,0.8,10.0,0.2,1,29,0.028065548100303712
linear,200,0.8,10.0,0.2,5,0,0.0474764116983096
quantile,200,0.8,10.0,0.2,5,0,0.06949619320170061
huber,200,0.8,10.0,0.2,5,0,0.05670902371834925
linear,200,0.8,10.0,0.2,5,1,0.037445103186481046
quantile,200,0.8,10.0,0.2,5,1,0.04853076487524235
huber,200,0.8,10.0,0.2,5,1,0.038963493275406394
linear,200,0.8,10.0,0.2,5,2,0.015563867955837873
quantile,200,0.8,10.0,0.2,5,2,0.028655182125615807
huber,200,0.8,10.0,0.2,5,2,0.02138701827245432
linear,200,0.8,10.0,0.2,5,3,0.03192949018536605
quantile,200,0.8,10.0,0.2,5,3,0.0466912472372469
huber,200,0.8,10.0,0.2,5,3,0.043072477936284125
linear,200,0.8,10.0,0.2,5,4,0.03644452774722818
quantile,200,0.8,10.0,0.2,5,4,0.05299094378081306
huber,200,0.8,10.0,0.2,5,4,0.03946295583729618
linear,200,0.8,10.0,0.2,5,5,0.025288741569241224
quantile,200,0.8,10.0,0.2,5,5,0.04164673558814524
huber,200,0.8,10.0,0.2,5,5,0.02786880502021875
linear,200,0.8,10.0,0.2,5,6,0.023221780793034424
quantile,200,0.8,10.0,0.2,5,6,0.029418156765171222
huber,200,0.8,10.0,0.2,5,6,0.025460666763922186
linear,200,0.8,10.0,0.2,5,7,0.03390627050059808
quantile,200,0.8,10.0,0.2,5,7,0.033314690232884615
huber,200,0.8,10.0,0.2,5,7,0.029274353592043233
linear,200,0.8,10.0,0.2,5,8,0.023849122334413355
quantile,200,0.8,10.0,0.2,5,8,0.025927004682325838
huber,200,0.8,10.0,0.2,5,8,0.0234260654910502
linear,200,0.8,10.0,0.2,5,9,0.021638115221696456
quantile,200,0.8,10.0,0.2,5,9,0.04309461888438251
huber,200,0.8,10.0,0.2,5,9,0.03248029618031896
linear,200,0.8,10.0,0.2,5,10,0.02272468710667916
quantile,200,0.8,10.0,0.2,5,10,0.027107695470658288
huber,200,0.8,10.0,0.2,5,10,0.024360733954820246
linear,200,0.8,10.0,0.2,5,11,0.04515714711676409
quantile,200,0.8,10.0,0.2,5,11,0.05071690642043023
huber,200,0.8,10.0,0.2,5,11,0.0413021239985599
linear,200,0.8,10.0,0.2,5,12,0.028267275025096184
quantile,200,0.8,10.0,0.2,5,12,0.03798440023042436
huber,200,0.8,10.0,0.2,5,12,0.03311914865553801
linear,200,0.8,10.0,0.2,5,13,0.021854080804445314
quantile,200,0.8,10.0,0.2,5,13,0.02511308178560685
huber,200,0.8,10.0,0.2,5,13,0.020543896913065646
linear,200,0.8,10.0,0.2,5,14,0.02838934647624179
quantile,200,0.8,10.0,0.2,5,14,0.032636661184783616
huber,200,0.8,10.0,0.2,5,14,0.03080109198822568
linear,200,0.8,10.0,0.2,5,15,0.020083240371843617
quantile,200,0.8,10.0,0.2,5,15,0.023716653195254574
huber,200,0.8,10.0,0.2,5,15,0.019827472704230548
linear,200,0.8,10.0,0.2,5,16,0.024676288373083267
quantile,200,0.8,10.0,0.2,5,16,0.03410904723503784
huber,200,0.8,10.0,0.2,5,16,0.0248743051453015
linear,200,0.8,10.0,0.2,5,17,0.017324756563713795
quantile,200,0.8,10.0,0.2,5,17,0.03479952808513491
huber,200,0.8,10.0,0.2,5,17,0.02355548294120231
linear,200,0.8,10.0,0.2,5,18,0.030026280245428683
quantile,200,0.8,10.0,0.2,5,18,0.04733230089027146
huber,200,0.8,10.0,0.2,5,18,0.03257131199657
linear,200,0.8,10.0,0.2,5,19,0.0679840359086877
quantile,200,0.8,10.0,0.2,5,19,0.07960761863627733
huber,200,0.8,10.0,0.2,5,19,0.06251827216790758
linear,200,0.8,10.0,0.2,5,20,0.020780259386685575
quantile,200,0.8,10.0,0.2,5,20,0.021176995634904668
huber,200,0.8,10.0,0.2,5,20,0.0167365624579165
linear,200,0.8,10.0,0.2,5,21,0.02415853717347639
quantile,200,0.8,10.0,0.2,5,21,0.03338395922929738
huber,200,0.8,10.0,0.2,5,21,0.023499574952739903
linear,200,0.8,10.0,0.2,5,22,0.02516798701994765
quantile,200,0.8,10.0,0.2,5,22,0.03081082321238605
huber,200,0.8,10.0,0.2,5,22,0.031039806803611875
linear,200,0.8,10.0,0.2,5,23,0.04033054222542602
quantile,200,0.8,10.0,0.2,5,23,0.044956184974777706
huber,200,0.8,10.0,0.2,5,23,0.03850738993546321
linear,200,0.8,10.0,0.2,5,24,0.02393633460919557
quantile,200,0.8,10.0,0.2,5,24,0.029989604238124946
huber,200,0.8,10.0,0.2,5,24,0.024187462948343525
linear,200,0.8,10.0,0.2,5,25,0.024135071937423862
quantile,200,0.8,10.0,0.2,5,25,0.0435820951002228
huber,200,0.8,10.0,0.2,5,25,0.03503030084852442
linear,200,0.8,10.0,0.2,5,26,0.021796133984530904
quantile,200,0.8,10.0,0.2,5,26,0.026881745845029236
huber,200,0.8,10.0,0.2,5,26,0.022087236767997547
linear,200,0.8,10.0,0.2,5,27,0.03779393621263549
quantile,200,0.8,10.0,0.2,5,27,0.05819343724014712
huber,200,0.8,10.0,0.2,5,27,0.03967698810515174
linear,200,0.8,10.0,0.2,5,28,0.059903912144619896
quantile,200,0.8,10.0,0.2,5,28,0.07473858429628519
huber,200,0.8,10.0,0.2,5,28,0.05141519900068209
linear,200,0.8,10.0,0.2,5,29,0.025762903201987385
quantile,200,0.8,10.0,0.2,5,29,0.03520010479578507
huber,200,0.8,10.0,0.2,5,29,0.03124866874349075
linear,200,0.8,10.0,0.2,10,0,0.03163283675398828
quantile,200,0.8,10.0,0.2,10,0,0.04432438107802439
huber,200,0.8,10.0,0.2,10,0,0.037091172462463136
linear,200,0.8,10.0,0.2,10,1,0.06727551404293466
quantile,200,0.8,10.0,0.2,10,1,0.06998902820215006
huber,200,0.8,10.0,0.2,10,1,0.05825944720846852
linear,200,0.8,10.0,0.2,10,2,0.02981493229241805
quantile,200,0.8,10.0,0.2,10,2,0.03671255468102403
huber,200,0.8,10.0,0.2,10,2,0.030660178768023016
linear,200,0.8,10.0,0.2,10,3,0.03455343410129734
quantile,200,0.8,10.0,0.2,10,3,0.04182655614598974
huber,200,0.8,10.0,0.2,10,3,0.034109481409989796
linear,200,0.8,10.0,0.2,10,4,0.01966119208147383
quantile,200,0.8,10.0,0.2,10,4,0.031329226307259685
huber,200,0.8,10.0,0.2,10,4,0.024226273892799473
linear,200,0.8,10.0,0.2,10,5,0.032675234648962236
quantile,200,0.8,10.0,0.2,10,5,0.04910384005771801
huber,200,0.8,10.0,0.2,10,5,0.027719235321973346
linear,200,0.8,10.0,0.2,10,6,0.0319191619676358
quantile,200,0.8,10.0,0.2,10,6,0.03332919203582826
huber,200,0.8,10.0,0.2,10,6,0.028767487355284123
linear,200,0.8,10.0,0.2,10,7,0.025417252160451726
quantile,200,0.8,10.0,0.2,10,7,0.04339504405882686
huber,200,0.8,10.0,0.2,10,7,0.025553365252646794
linear,200,0.8,10.0,0.2,10,8,0.030731874050677843
quantile,200,0.8,10.0,0.2,10,8,0.03765827568514328
huber,200,0.8,10.0,0.2,10,8,0.0256138574431188
linear,200,0.8,10.0,0.2,10,9,0.026440958171710625
quantile,200,0.8,10.0,0.2,10,9,0.0393233998007397
huber,200,0.8,10.0,0.2,10,9,0.03479875375195672
linear,200,0.8,10.0,0.2,10,10,0.027657314371314558
quantile,200,0.8,10.0,0.2,10,10,0.04481882848019171
huber,200,0.8,10.0,0.2,10,10,0.03517749420758313
linear,200,0.8,10.0,0.2,10,11,0.01753799164631679
quantile,200,0.8,10.0,0.2,10,11,0.029603447997290346
huber,200,0.8,10.0,0.2,10,11,0.023555428436738943
linear,200,0.8,10.0,0.2,10,12,0.04079655788151378
quantile,200,0.8,10.0,0.2,10,12,0.06508970291764511
huber,200,0.8,10.0,0.2,10,12,0.053948541800089636
linear,200,0.8,10.0,0.2,10,13,0.03844356463867439
quantile,200,0.8,10.0,0.2,10,13,0.04323352018227986
huber,200,0.8,10.0,0.2,10,13,0.036989868831771425
linear,200,0.8,10.0,0.2,10,14,0.021194049893906632
quantile,200,0.8,10.0,0.2,10,14,0.032889766158566966
huber,200,0.8,10.0,0.2,10,14,0.021419996279053343
linear,200,0.8,10.0,0.2,10,15,0.033101623518948894
quantile,200,0.8,10.0,0.2,10,15,0.03870887422574219
huber,200,0.8,10.0,0.2,10,15,0.029237050715308122
linear,200,0.8,10.0,0.2,10,16,0.03185102623424995
quantile,200,0.8,10.0,0.2,10,16,0.0387286584525454
huber,200,0.8,10.0,0.2,10,16,0.033315270453342226
linear,200,0.8,10.0,0.2,10,17,0.03055110595124776
quantile,200,0.8,10.0,0.2,10,17,0.04435345072578632
huber,200,0.8,10.0,0.2,10,17,0.031581680205892325
linear,200,0.8,10.0,0.2,10,18,0.020596575992873973
quantile,200,0.8,10.0,0.2,10,18,0.02970248043991759
huber,200,0.8,10.0,0.2,10,18,0.025106119932945488
linear,200,0.8,10.0,0.2,10,19,0.034724763906454015
quantile,200,0.8,10.0,0.2,10,19,0.053155031801121
huber,200,0.8,10.0,0.2,10,19,0.04187363441206675
linear,200,0.8,10.0,0.2,10,20,0.027625857090011297
quantile,200,0.8,10.0,0.2,10,20,0.04628500905961223
huber,200,0.8,10.0,0.2,10,20,0.03806259815951908
linear,200,0.8,10.0,0.2,10,21,0.02637268384861425
quantile,200,0.8,10.0,0.2,10,21,0.03513015117525275
huber,200,0.8,10.0,0.2,10,21,0.021642213490572604
linear,200,0.8,10.0,0.2,10,22,0.02573189659765235
quantile,200,0.8,10.0,0.2,10,22,0.024242400795405062
huber,200,0.8,10.0,0.2,10,22,0.02221226985359779
linear,200,0.8,10.0,0.2,10,23,0.040985595369045315
quantile,200,0.8,10.0,0.2,10,23,0.055181425948600725
huber,200,0.8,10.0,0.2,10,23,0.04245303880548225
linear,200,0.8,10.0,0.2,10,24,0.03154743695038405
quantile,200,0.8,10.0,0.2,10,24,0.048614307436022956
huber,200,0.8,10.0,0.2,10,24,0.036699365440598694
linear,200,0.8,10.0,0.2,10,25,0.022364896977194782
quantile,200,0.8,10.0,0.2,10,25,0.029014377831054167
huber,200,0.8,10.0,0.2,10,25,0.02281421172234972
linear,200,0.8,10.0,0.2,10,26,0.01717157506306824
quantile,200,0.8,10.0,0.2,10,26,0.02313766613352423
huber,200,0.8,10.0,0.2,10,26,0.015329547549516287
linear,200,0.8,10.0,0.2,10,27,0.02926906223898893
quantile,200,0.8,10.0,0.2,10,27,0.03867918273108442
huber,200,0.8,10.0,0.2,10,27,0.0252549890438781
linear,200,0.8,10.0,0.2,10,28,0.03762991749822437
quantile,200,0.8,10.0,0.2,10,28,0.05495014845826962
huber,200,0.8,10.0,0.2,10,28,0.04661625879264795
linear,200,0.8,10.0,0.2,10,29,0.020005967866981257
quantile,200,0.8,10.0,0.2,10,29,0.02944347171533846
huber,200,0.8,10.0,0.2,10,29,0.016295561231502255
linear,200,0.8,15.0,0.2,1,0,0.02552290729631581
quantile,200,0.8,15.0,0.2,1,0,0.030370543088483214
huber,200,0.8,15.0,0.2,1,0,0.02697188010250997
linear,200,0.8,15.0,0.2,1,1,0.020463479416928897
quantile,200,0.8,15.0,0.2,1,1,0.023910789436823638
huber,200,0.8,15.0,0.2,1,1,0.01863796600394026
linear,200,0.8,15.0,0.2,1,2,0.030916151297339045
quantile,200,0.8,15.0,0.2,1,2,0.03301471900261953
huber,200,0.8,15.0,0.2,1,2,0.030031237036863438
linear,200,0.8,15.0,0.2,1,3,0.04396825990288618
quantile,200,0.8,15.0,0.2,1,3,0.0777333571627013
huber,200,0.8,15.0,0.2,1,3,0.06352689725128977
linear,200,0.8,15.0,0.2,1,4,0.028275175415720243
quantile,200,0.8,15.0,0.2,1,4,0.035731347234274756
huber,200,0.8,15.0,0.2,1,4,0.02660022150714043
linear,200,0.8,15.0,0.2,1,5,0.02537080181604866
quantile,200,0.8,15.0,0.2,1,5,0.03150139984239933
huber,200,0.8,15.0,0.2,1,5,0.023571989383244413
linear,200,0.8,15.0,0.2,1,6,0.039622541074291064
quantile,200,0.8,15.0,0.2,1,6,0.03984973611422441
